pin,slack
hptdc_trigger_2_obuft/U0/U_IOPAD:E,
hptdc_trigger_2_obuft/U0/U_IOPAD:PAD,
DACController_0/sclock_counter[31]:ADn,
DACController_0/sclock_counter[31]:ALn,
DACController_0/sclock_counter[31]:CLK,-475
DACController_0/sclock_counter[31]:D,688
DACController_0/sclock_counter[31]:EN,
DACController_0/sclock_counter[31]:LAT,
DACController_0/sclock_counter[31]:Q,-475
DACController_0/sclock_counter[31]:SD,
DACController_0/sclock_counter[31]:SLn,-2055
JTAG_0/tdo_pad_o4_1:A,-564
JTAG_0/tdo_pad_o4_1:B,-614
JTAG_0/tdo_pad_o4_1:Y,-614
hptdc_tms_0_obuf/U0/U_IOPAD:D,
hptdc_tms_0_obuf/U0/U_IOPAD:E,
hptdc_tms_0_obuf/U0/U_IOPAD:PAD,
JTAG_2/next_TAP_state[2]:ADn,
JTAG_2/next_TAP_state[2]:ALn,
JTAG_2/next_TAP_state[2]:CLK,-471
JTAG_2/next_TAP_state[2]:D,570
JTAG_2/next_TAP_state[2]:EN,
JTAG_2/next_TAP_state[2]:LAT,
JTAG_2/next_TAP_state[2]:Q,-471
JTAG_2/next_TAP_state[2]:SD,
JTAG_2/next_TAP_state[2]:SLn,
hptdc_serial_in_2_obuft/U0/U_IOENFF:A,
hptdc_serial_in_2_obuft/U0/U_IOENFF:Y,
BiasController_0/sclock_counter_cry[23]:A,
BiasController_0/sclock_counter_cry[23]:B,-200
BiasController_0/sclock_counter_cry[23]:C,
BiasController_0/sclock_counter_cry[23]:CC,-429
BiasController_0/sclock_counter_cry[23]:D,
BiasController_0/sclock_counter_cry[23]:P,-200
BiasController_0/sclock_counter_cry[23]:S,-429
BiasController_0/sclock_counter_cry[23]:UB,
poh_clk_1_obuft/U0/U_IOPAD:D,
poh_clk_1_obuft/U0/U_IOPAD:E,
poh_clk_1_obuft/U0/U_IOPAD:PAD,
DACController_0/sclock_counter[17]:ADn,
DACController_0/sclock_counter[17]:ALn,
DACController_0/sclock_counter[17]:CLK,-589
DACController_0/sclock_counter[17]:D,-526
DACController_0/sclock_counter[17]:EN,
DACController_0/sclock_counter[17]:LAT,
DACController_0/sclock_counter[17]:Q,-589
DACController_0/sclock_counter[17]:SD,
DACController_0/sclock_counter[17]:SLn,-2055
dac_sclk_0_obuf/U0/U_IOENFF:A,
dac_sclk_0_obuf/U0/U_IOENFF:Y,
ccu25_data_3_obuft[4]/U0/U_IOENFF:A,
ccu25_data_3_obuft[4]/U0/U_IOENFF:Y,
hptdc_encode_control_3_obuft/U0/U_IOOUTFF:A,
hptdc_encode_control_3_obuft/U0/U_IOOUTFF:Y,
JTAG_3/next_TAP_state_i_RNO[0]:A,688
JTAG_3/next_TAP_state_i_RNO[0]:Y,688
ccu25_data_3_obuft[6]/U0/U_IOENFF:A,
ccu25_data_3_obuft[6]/U0/U_IOENFF:Y,
JTAG_0/TAP_state[3]:ADn,
JTAG_0/TAP_state[3]:ALn,
JTAG_0/TAP_state[3]:CLK,750
JTAG_0/TAP_state[3]:D,-645
JTAG_0/TAP_state[3]:EN,
JTAG_0/TAP_state[3]:LAT,
JTAG_0/TAP_state[3]:Q,750
JTAG_0/TAP_state[3]:SD,
JTAG_0/TAP_state[3]:SLn,
ccu25_data_1_obuft[4]/U0/U_IOOUTFF:A,
ccu25_data_1_obuft[4]/U0/U_IOOUTFF:Y,
JTAG_2/un14_a2[2]:A,672
JTAG_2/un14_a2[2]:B,-513
JTAG_2/un14_a2[2]:C,585
JTAG_2/un14_a2[2]:Y,-513
hptdc_event_reset_0_obuft/U0/U_IOOUTFF:A,
hptdc_event_reset_0_obuft/U0/U_IOOUTFF:Y,
JTAG_3/next_TAP_state[9]:ADn,
JTAG_3/next_TAP_state[9]:ALn,
JTAG_3/next_TAP_state[9]:CLK,-440
JTAG_3/next_TAP_state[9]:D,726
JTAG_3/next_TAP_state[9]:EN,
JTAG_3/next_TAP_state[9]:LAT,
JTAG_3/next_TAP_state[9]:Q,-440
JTAG_3/next_TAP_state[9]:SD,
JTAG_3/next_TAP_state[9]:SLn,
DACController_0/sclock_counter_s_801_CC_0:CC[0],
DACController_0/sclock_counter_s_801_CC_0:CC[10],-414
DACController_0/sclock_counter_s_801_CC_0:CC[11],-486
DACController_0/sclock_counter_s_801_CC_0:CC[1],186
DACController_0/sclock_counter_s_801_CC_0:CC[2],112
DACController_0/sclock_counter_s_801_CC_0:CC[3],-210
DACController_0/sclock_counter_s_801_CC_0:CC[4],-290
DACController_0/sclock_counter_s_801_CC_0:CC[5],-349
DACController_0/sclock_counter_s_801_CC_0:CC[6],-250
DACController_0/sclock_counter_s_801_CC_0:CC[7],-358
DACController_0/sclock_counter_s_801_CC_0:CC[8],-429
DACController_0/sclock_counter_s_801_CC_0:CC[9],-315
DACController_0/sclock_counter_s_801_CC_0:CI,
DACController_0/sclock_counter_s_801_CC_0:CO,-526
DACController_0/sclock_counter_s_801_CC_0:P[0],-475
DACController_0/sclock_counter_s_801_CC_0:P[10],
DACController_0/sclock_counter_s_801_CC_0:P[11],
DACController_0/sclock_counter_s_801_CC_0:P[1],-526
DACController_0/sclock_counter_s_801_CC_0:P[2],-310
DACController_0/sclock_counter_s_801_CC_0:P[3],-340
DACController_0/sclock_counter_s_801_CC_0:P[4],
DACController_0/sclock_counter_s_801_CC_0:P[5],
DACController_0/sclock_counter_s_801_CC_0:P[6],-342
DACController_0/sclock_counter_s_801_CC_0:P[7],-283
DACController_0/sclock_counter_s_801_CC_0:P[8],-200
DACController_0/sclock_counter_s_801_CC_0:P[9],-217
DACController_0/sclock_counter_s_801_CC_0:UB[0],
DACController_0/sclock_counter_s_801_CC_0:UB[10],
DACController_0/sclock_counter_s_801_CC_0:UB[11],
DACController_0/sclock_counter_s_801_CC_0:UB[1],
DACController_0/sclock_counter_s_801_CC_0:UB[2],
DACController_0/sclock_counter_s_801_CC_0:UB[3],
DACController_0/sclock_counter_s_801_CC_0:UB[4],
DACController_0/sclock_counter_s_801_CC_0:UB[5],
DACController_0/sclock_counter_s_801_CC_0:UB[6],
DACController_0/sclock_counter_s_801_CC_0:UB[7],
DACController_0/sclock_counter_s_801_CC_0:UB[8],
DACController_0/sclock_counter_s_801_CC_0:UB[9],
hptdc_trigger_1_obuft/U0/U_IOPAD:D,
hptdc_trigger_1_obuft/U0/U_IOPAD:E,
hptdc_trigger_1_obuft/U0/U_IOPAD:PAD,
JTAG_0/un1_data_from_hptdc_1_sqmuxa_i_a2:A,734
JTAG_0/un1_data_from_hptdc_1_sqmuxa_i_a2:B,
JTAG_0/un1_data_from_hptdc_1_sqmuxa_i_a2:Y,734
JTAG_0/tms_pad_o:ADn,
JTAG_0/tms_pad_o:ALn,
JTAG_0/tms_pad_o:CLK,
JTAG_0/tms_pad_o:D,-871
JTAG_0/tms_pad_o:EN,
JTAG_0/tms_pad_o:LAT,
JTAG_0/tms_pad_o:Q,
JTAG_0/tms_pad_o:SD,
JTAG_0/tms_pad_o:SLn,
JTAG_1/tms_pad_o:ADn,
JTAG_1/tms_pad_o:ALn,
JTAG_1/tms_pad_o:CLK,
JTAG_1/tms_pad_o:D,-861
JTAG_1/tms_pad_o:EN,
JTAG_1/tms_pad_o:LAT,
JTAG_1/tms_pad_o:Q,
JTAG_1/tms_pad_o:SD,
JTAG_1/tms_pad_o:SLn,
JTAG_1/next_TAP_state[9]:ADn,
JTAG_1/next_TAP_state[9]:ALn,
JTAG_1/next_TAP_state[9]:CLK,-440
JTAG_1/next_TAP_state[9]:D,726
JTAG_1/next_TAP_state[9]:EN,
JTAG_1/next_TAP_state[9]:LAT,
JTAG_1/next_TAP_state[9]:Q,-440
JTAG_1/next_TAP_state[9]:SD,
JTAG_1/next_TAP_state[9]:SLn,
JTAG_3/next_TAP_state[10]:ADn,
JTAG_3/next_TAP_state[10]:ALn,
JTAG_3/next_TAP_state[10]:CLK,-676
JTAG_3/next_TAP_state[10]:D,742
JTAG_3/next_TAP_state[10]:EN,
JTAG_3/next_TAP_state[10]:LAT,
JTAG_3/next_TAP_state[10]:Q,-676
JTAG_3/next_TAP_state[10]:SD,
JTAG_3/next_TAP_state[10]:SLn,
ccu25_data_0_obuft[2]/U0/U_IOENFF:A,
ccu25_data_0_obuft[2]/U0/U_IOENFF:Y,
ccu25_strobe_out_0_obuf/U0/U_IOOUTFF:A,
ccu25_strobe_out_0_obuf/U0/U_IOOUTFF:Y,
poh_clk_2_obuft/U0/U_IOPAD:D,
poh_clk_2_obuft/U0/U_IOPAD:E,
poh_clk_2_obuft/U0/U_IOPAD:PAD,
JTAG_2/ir_loop_RNO:A,
JTAG_2/ir_loop_RNO:B,508
JTAG_2/ir_loop_RNO:C,455
JTAG_2/ir_loop_RNO:Y,455
JTAG_0/next_TAP_state_srsts_0_a2[3]:A,680
JTAG_0/next_TAP_state_srsts_0_a2[3]:B,
JTAG_0/next_TAP_state_srsts_0_a2[3]:Y,680
DACController_0/sclock_counter_cry[19]:A,
DACController_0/sclock_counter_cry[19]:B,-218
DACController_0/sclock_counter_cry[19]:C,
DACController_0/sclock_counter_cry[19]:CC,-365
DACController_0/sclock_counter_cry[19]:D,
DACController_0/sclock_counter_cry[19]:P,-218
DACController_0/sclock_counter_cry[19]:S,-365
DACController_0/sclock_counter_cry[19]:UB,
hptdc_token_out_2_ibuf/U0/U_IOPAD:PAD,
hptdc_token_out_2_ibuf/U0/U_IOPAD:Y,
BiasController_0/sclock_counter[19]:ADn,
BiasController_0/sclock_counter[19]:ALn,
BiasController_0/sclock_counter[19]:CLK,-1664
BiasController_0/sclock_counter[19]:D,-365
BiasController_0/sclock_counter[19]:EN,
BiasController_0/sclock_counter[19]:LAT,
BiasController_0/sclock_counter[19]:Q,-1664
BiasController_0/sclock_counter[19]:SD,
BiasController_0/sclock_counter[19]:SLn,-1902
hptdc_bunch_reset_3_obuft/U0/U_IOPAD:D,
hptdc_bunch_reset_3_obuft/U0/U_IOPAD:E,
hptdc_bunch_reset_3_obuft/U0/U_IOPAD:PAD,
BiasController_0/sclock_counter_s[16]:A,
BiasController_0/sclock_counter_s[16]:B,478
BiasController_0/sclock_counter_s[16]:C,
BiasController_0/sclock_counter_s[16]:CC,-420
BiasController_0/sclock_counter_s[16]:D,
BiasController_0/sclock_counter_s[16]:P,
BiasController_0/sclock_counter_s[16]:S,-420
BiasController_0/sclock_counter_s[16]:UB,
LDAC_bar_0_obuf/U0/U_IOENFF:A,
LDAC_bar_0_obuf/U0/U_IOENFF:Y,
hptdc_trstn_1_obuf/U0/U_IOPAD:D,
hptdc_trstn_1_obuf/U0/U_IOPAD:E,
hptdc_trstn_1_obuf/U0/U_IOPAD:PAD,
DACController_0/sclock_counter_RNO[31]:A,688
DACController_0/sclock_counter_RNO[31]:Y,688
hptdc_trstn_1_obuf/U0/U_IOOUTFF:A,
hptdc_trstn_1_obuf/U0/U_IOOUTFF:Y,
hptdc_data_ready_1_ibuf/U0/U_IOINFF:A,
hptdc_data_ready_1_ibuf/U0/U_IOINFF:Y,
dac_sclk_3_obuf/U0/U_IOPAD:D,
dac_sclk_3_obuf/U0/U_IOPAD:E,
dac_sclk_3_obuf/U0/U_IOPAD:PAD,
ccu25_data_1_obuft[1]/U0/U_IOPAD:D,
ccu25_data_1_obuft[1]/U0/U_IOPAD:E,
ccu25_data_1_obuft[1]/U0/U_IOPAD:PAD,
hptdc_token_in_0_obuf/U0/U_IOOUTFF:A,
hptdc_token_in_0_obuf/U0/U_IOOUTFF:Y,
hptdc_token_in_1_obuf/U0/U_IOPAD:D,
hptdc_token_in_1_obuf/U0/U_IOPAD:E,
hptdc_token_in_1_obuf/U0/U_IOPAD:PAD,
Core_sb_0/SYSRESET_POR_RNICC94:A,
Core_sb_0/SYSRESET_POR_RNICC94:Y,
poh_data_1_obuf/U0/U_IOOUTFF:A,
poh_data_1_obuf/U0/U_IOOUTFF:Y,
JTAG_3/next_TAP_state_srsts_0_a2[3]:A,680
JTAG_3/next_TAP_state_srsts_0_a2[3]:B,
JTAG_3/next_TAP_state_srsts_0_a2[3]:Y,680
hptdc_trstn_3_obuf/U0/U_IOENFF:A,
hptdc_trstn_3_obuf/U0/U_IOENFF:Y,
ccu25_data_3_obuft[4]/U0/U_IOPAD:D,
ccu25_data_3_obuft[4]/U0/U_IOPAD:E,
ccu25_data_3_obuft[4]/U0/U_IOPAD:PAD,
ccu25_data_2_obuft[1]/U0/U_IOOUTFF:A,
ccu25_data_2_obuft[1]/U0/U_IOOUTFF:Y,
ccu25_data_0_obuft[1]/U0/U_IOPAD:D,
ccu25_data_0_obuft[1]/U0/U_IOPAD:E,
ccu25_data_0_obuft[1]/U0/U_IOPAD:PAD,
BiasController_0/ldac_barv:ADn,
BiasController_0/ldac_barv:ALn,
BiasController_0/ldac_barv:CLK,
BiasController_0/ldac_barv:D,
BiasController_0/ldac_barv:EN,-3972
BiasController_0/ldac_barv:LAT,
BiasController_0/ldac_barv:Q,
BiasController_0/ldac_barv:SD,
BiasController_0/ldac_barv:SLn,
JTAG_0/next_TAP_state_RNO[5]:A,-384
JTAG_0/next_TAP_state_RNO[5]:B,
JTAG_0/next_TAP_state_RNO[5]:Y,-384
hptdc_get_data_0_obuf/U0/U_IOPAD:D,
hptdc_get_data_0_obuf/U0/U_IOPAD:E,
hptdc_get_data_0_obuf/U0/U_IOPAD:PAD,
JTAG_3/un14_o2[2]:A,-1818
JTAG_3/un14_o2[2]:B,-1886
JTAG_3/un14_o2[2]:Y,-1886
hptdc_token_bypass_in_0_obuft/U0/U_IOPAD:D,
hptdc_token_bypass_in_0_obuft/U0/U_IOPAD:E,
hptdc_token_bypass_in_0_obuft/U0/U_IOPAD:PAD,
BiasController_0/un2_sclock_counterlto9:A,-2544
BiasController_0/un2_sclock_counterlto9:B,-2594
BiasController_0/un2_sclock_counterlto9:C,-2691
BiasController_0/un2_sclock_counterlto9:D,-2809
BiasController_0/un2_sclock_counterlto9:Y,-2809
BiasController_0/sclock_counter[26]:ADn,
BiasController_0/sclock_counter[26]:ALn,
BiasController_0/sclock_counter[26]:CLK,-3710
BiasController_0/sclock_counter[26]:D,-349
BiasController_0/sclock_counter[26]:EN,
BiasController_0/sclock_counter[26]:LAT,
BiasController_0/sclock_counter[26]:Q,-3710
BiasController_0/sclock_counter[26]:SD,
BiasController_0/sclock_counter[26]:SLn,-1902
pbpd_obuft[6]/U0/U_IOENFF:A,
pbpd_obuft[6]/U0/U_IOENFF:Y,
LDAC_bar_6_obuf/U0/U_IOOUTFF:A,
LDAC_bar_6_obuf/U0/U_IOOUTFF:Y,
BiasController_0/un2_sclock_counter_1lto11:A,-2619
BiasController_0/un2_sclock_counter_1lto11:B,-3972
BiasController_0/un2_sclock_counter_1lto11:C,-2763
BiasController_0/un2_sclock_counter_1lto11:D,-2873
BiasController_0/un2_sclock_counter_1lto11:Y,-3972
JTAG_3/loop_counterc_RNO:A,-434
JTAG_3/loop_counterc_RNO:B,-483
JTAG_3/loop_counterc_RNO:Y,-483
dac_ldac_1_obuf/U0/U_IOOUTFF:A,
dac_ldac_1_obuf/U0/U_IOOUTFF:Y,
LDAC_bar_0_obuf/U0/U_IOOUTFF:A,
LDAC_bar_0_obuf/U0/U_IOOUTFF:Y,
hptdc_tck_1_obuf/U0/U_IOENFF:A,
hptdc_tck_1_obuf/U0/U_IOENFF:Y,
JTAG_0/loop_counterc_0:A,672
JTAG_0/loop_counterc_0:B,609
JTAG_0/loop_counterc_0:C,-601
JTAG_0/loop_counterc_0:D,-2184
JTAG_0/loop_counterc_0:Y,-2184
hptdc_tck_0_obuf/U0/U_IOOUTFF:A,
hptdc_tck_0_obuf/U0/U_IOOUTFF:Y,
hptdc_encode_control_1_obuft/U0/U_IOENFF:A,
hptdc_encode_control_1_obuft/U0/U_IOENFF:Y,
JTAG_0/loop_counterc_1:A,680
JTAG_0/loop_counterc_1:B,-483
JTAG_0/loop_counterc_1:C,-601
JTAG_0/loop_counterc_1:D,-2184
JTAG_0/loop_counterc_1:Y,-2184
dac_sync_1_obuf/U0/U_IOPAD:D,
dac_sync_1_obuf/U0/U_IOPAD:E,
dac_sync_1_obuf/U0/U_IOPAD:PAD,
SYNC_bar_0_obuf/U0/U_IOPAD:D,
SYNC_bar_0_obuf/U0/U_IOPAD:E,
SYNC_bar_0_obuf/U0/U_IOPAD:PAD,
ccu25_data_3_obuft[5]/U0/U_IOPAD:D,
ccu25_data_3_obuft[5]/U0/U_IOPAD:E,
ccu25_data_3_obuft[5]/U0/U_IOPAD:PAD,
SClock_4_obuf/U0/U_IOENFF:A,
SClock_4_obuf/U0/U_IOENFF:Y,
ccu25_data_2_obuft[2]/U0/U_IOPAD:D,
ccu25_data_2_obuft[2]/U0/U_IOPAD:E,
ccu25_data_2_obuft[2]/U0/U_IOPAD:PAD,
JTAG_3/tdo_pad_o:ADn,
JTAG_3/tdo_pad_o:ALn,
JTAG_3/tdo_pad_o:CLK,593
JTAG_3/tdo_pad_o:D,-614
JTAG_3/tdo_pad_o:EN,
JTAG_3/tdo_pad_o:LAT,
JTAG_3/tdo_pad_o:Q,593
JTAG_3/tdo_pad_o:SD,
JTAG_3/tdo_pad_o:SLn,
BiasController_0/sclock_counter_cry[29]:A,
BiasController_0/sclock_counter_cry[29]:B,-310
BiasController_0/sclock_counter_cry[29]:C,
BiasController_0/sclock_counter_cry[29]:CC,112
BiasController_0/sclock_counter_cry[29]:D,
BiasController_0/sclock_counter_cry[29]:P,-310
BiasController_0/sclock_counter_cry[29]:S,112
BiasController_0/sclock_counter_cry[29]:UB,
hptdc_data_ready_3_ibuf/U0/U_IOPAD:PAD,
hptdc_data_ready_3_ibuf/U0/U_IOPAD:Y,
JTAG_2/loop_counterc_1_RNO:A,-434
JTAG_2/loop_counterc_1_RNO:B,-483
JTAG_2/loop_counterc_1_RNO:Y,-483
hptdc_trigger_0_obuft/U0/U_IOPAD:D,
hptdc_trigger_0_obuft/U0/U_IOPAD:E,
hptdc_trigger_0_obuft/U0/U_IOPAD:PAD,
JTAG_1/next_TAP_state_RNO[6]:A,
JTAG_1/next_TAP_state_RNO[6]:B,621
JTAG_1/next_TAP_state_RNO[6]:C,-640
JTAG_1/next_TAP_state_RNO[6]:Y,-640
pbpd_obuft[3]/U0/U_IOOUTFF:A,
pbpd_obuft[3]/U0/U_IOOUTFF:Y,
JTAG_2/tms_pad_o_6_i_1:A,-471
JTAG_2/tms_pad_o_6_i_1:B,-585
JTAG_2/tms_pad_o_6_i_1:C,-662
JTAG_2/tms_pad_o_6_i_1:Y,-662
DACController_0/sclock_counter_cry[24]:A,
DACController_0/sclock_counter_cry[24]:B,-283
DACController_0/sclock_counter_cry[24]:C,
DACController_0/sclock_counter_cry[24]:CC,-358
DACController_0/sclock_counter_cry[24]:D,
DACController_0/sclock_counter_cry[24]:P,-283
DACController_0/sclock_counter_cry[24]:S,-358
DACController_0/sclock_counter_cry[24]:UB,
ccu25_data_2_obuft[0]/U0/U_IOENFF:A,
ccu25_data_2_obuft[0]/U0/U_IOENFF:Y,
BiasController_0/sclock_counter[22]:ADn,
BiasController_0/sclock_counter[22]:ALn,
BiasController_0/sclock_counter[22]:CLK,-2809
BiasController_0/sclock_counter[22]:D,-315
BiasController_0/sclock_counter[22]:EN,
BiasController_0/sclock_counter[22]:LAT,
BiasController_0/sclock_counter[22]:Q,-2809
BiasController_0/sclock_counter[22]:SD,
BiasController_0/sclock_counter[22]:SLn,-1902
dac_sync_0_obuf/U0/U_IOPAD:D,
dac_sync_0_obuf/U0/U_IOPAD:E,
dac_sync_0_obuf/U0/U_IOPAD:PAD,
ccu25_data_2_obuft[0]/U0/U_IOPAD:D,
ccu25_data_2_obuft[0]/U0/U_IOPAD:E,
ccu25_data_2_obuft[0]/U0/U_IOPAD:PAD,
pbpd_obuft[5]/U0/U_IOPAD:D,
pbpd_obuft[5]/U0/U_IOPAD:E,
pbpd_obuft[5]/U0/U_IOPAD:PAD,
ccu25_data_0_obuft[3]/U0/U_IOENFF:A,
ccu25_data_0_obuft[3]/U0/U_IOENFF:Y,
dac_sclk_0_obuf/U0/U_IOOUTFF:A,
dac_sclk_0_obuf/U0/U_IOOUTFF:Y,
poh_data_2_obuf/U0/U_IOENFF:A,
poh_data_2_obuf/U0/U_IOENFF:Y,
hptdc_trstn_1_obuf/U0/U_IOENFF:A,
hptdc_trstn_1_obuf/U0/U_IOENFF:Y,
ip_interface_inst_1:A,
ip_interface_inst_1:B,
ip_interface_inst_1:C,
JTAG_2/next_TAP_state[4]:ADn,
JTAG_2/next_TAP_state[4]:ALn,
JTAG_2/next_TAP_state[4]:CLK,-605
JTAG_2/next_TAP_state[4]:D,570
JTAG_2/next_TAP_state[4]:EN,
JTAG_2/next_TAP_state[4]:LAT,
JTAG_2/next_TAP_state[4]:Q,-605
JTAG_2/next_TAP_state[4]:SD,
JTAG_2/next_TAP_state[4]:SLn,
pbpd_obuft[6]/U0/U_IOPAD:D,
pbpd_obuft[6]/U0/U_IOPAD:E,
pbpd_obuft[6]/U0/U_IOPAD:PAD,
JTAG_1/loop_counterc:A,-1916
JTAG_1/loop_counterc:B,609
JTAG_1/loop_counterc:C,-601
JTAG_1/loop_counterc:Y,-1916
ccu25_data_1_obuft[7]/U0/U_IOPAD:D,
ccu25_data_1_obuft[7]/U0/U_IOPAD:E,
ccu25_data_1_obuft[7]/U0/U_IOPAD:PAD,
ccu25_data_0_obuft[4]/U0/U_IOENFF:A,
ccu25_data_0_obuft[4]/U0/U_IOENFF:Y,
hptdc_event_reset_0_obuft/U0/U_IOPAD:D,
hptdc_event_reset_0_obuft/U0/U_IOPAD:E,
hptdc_event_reset_0_obuft/U0/U_IOPAD:PAD,
dac_ldac_2_obuf/U0/U_IOOUTFF:A,
dac_ldac_2_obuf/U0/U_IOOUTFF:Y,
SClock_1_obuf/U0/U_IOOUTFF:A,
SClock_1_obuf/U0/U_IOOUTFF:Y,
ccu25_data_1_obuft[5]/U0/U_IOOUTFF:A,
ccu25_data_1_obuft[5]/U0/U_IOOUTFF:Y,
BiasController_0/sclock_counter[25]:ADn,
BiasController_0/sclock_counter[25]:ALn,
BiasController_0/sclock_counter[25]:CLK,-3774
BiasController_0/sclock_counter[25]:D,-250
BiasController_0/sclock_counter[25]:EN,
BiasController_0/sclock_counter[25]:LAT,
BiasController_0/sclock_counter[25]:Q,-3774
BiasController_0/sclock_counter[25]:SD,
BiasController_0/sclock_counter[25]:SLn,-1902
hptdc_encode_control_2_obuft/U0/U_IOPAD:D,
hptdc_encode_control_2_obuft/U0/U_IOPAD:E,
hptdc_encode_control_2_obuft/U0/U_IOPAD:PAD,
ccu25_data_2_obuft[3]/U0/U_IOPAD:D,
ccu25_data_2_obuft[3]/U0/U_IOPAD:E,
ccu25_data_2_obuft[3]/U0/U_IOPAD:PAD,
ccu25_data_0_obuft[2]/U0/U_IOOUTFF:A,
ccu25_data_0_obuft[2]/U0/U_IOOUTFF:Y,
hptdc_serial_in_0_obuft/U0/U_IOPAD:D,
hptdc_serial_in_0_obuft/U0/U_IOPAD:E,
hptdc_serial_in_0_obuft/U0/U_IOPAD:PAD,
hptdc_serial_bypass_in_3_obuft/U0/U_IOPAD:D,
hptdc_serial_bypass_in_3_obuft/U0/U_IOPAD:E,
hptdc_serial_bypass_in_3_obuft/U0/U_IOPAD:PAD,
hptdc_token_out_1_ibuf/U0/U_IOPAD:PAD,
hptdc_token_out_1_ibuf/U0/U_IOPAD:Y,
pbpd_obuft[7]/U0/U_IOPAD:D,
pbpd_obuft[7]/U0/U_IOPAD:E,
pbpd_obuft[7]/U0/U_IOPAD:PAD,
BiasController_0/sclock_counter[17]:ADn,
BiasController_0/sclock_counter[17]:ALn,
BiasController_0/sclock_counter[17]:CLK,-1685
BiasController_0/sclock_counter[17]:D,-526
BiasController_0/sclock_counter[17]:EN,
BiasController_0/sclock_counter[17]:LAT,
BiasController_0/sclock_counter[17]:Q,-1685
BiasController_0/sclock_counter[17]:SD,
BiasController_0/sclock_counter[17]:SLn,-1902
JTAG_2/tdo_pad_o:ADn,
JTAG_2/tdo_pad_o:ALn,
JTAG_2/tdo_pad_o:CLK,593
JTAG_2/tdo_pad_o:D,-614
JTAG_2/tdo_pad_o:EN,
JTAG_2/tdo_pad_o:LAT,
JTAG_2/tdo_pad_o:Q,593
JTAG_2/tdo_pad_o:SD,
JTAG_2/tdo_pad_o:SLn,
SYNC_bar_1_obuf/U0/U_IOENFF:A,
SYNC_bar_1_obuf/U0/U_IOENFF:Y,
ccu25_data_3_obuft[2]/U0/U_IOOUTFF:A,
ccu25_data_3_obuft[2]/U0/U_IOOUTFF:Y,
JTAG_2/tms_pad_o_RNO:A,734
JTAG_2/tms_pad_o_RNO:B,609
JTAG_2/tms_pad_o_RNO:C,-662
JTAG_2/tms_pad_o_RNO:D,-871
JTAG_2/tms_pad_o_RNO:Y,-871
JTAG_0/loop_counterc:A,-1916
JTAG_0/loop_counterc:B,609
JTAG_0/loop_counterc:C,-601
JTAG_0/loop_counterc:Y,-1916
dac_ldac_0_obuf/U0/U_IOPAD:D,
dac_ldac_0_obuf/U0/U_IOPAD:E,
dac_ldac_0_obuf/U0/U_IOPAD:PAD,
DACController_0/sclock_counter_cry[27]:A,
DACController_0/sclock_counter_cry[27]:B,494
DACController_0/sclock_counter_cry[27]:C,
DACController_0/sclock_counter_cry[27]:CC,-290
DACController_0/sclock_counter_cry[27]:D,
DACController_0/sclock_counter_cry[27]:P,
DACController_0/sclock_counter_cry[27]:S,-290
DACController_0/sclock_counter_cry[27]:UB,
JTAG_2/ir_loop:ADn,
JTAG_2/ir_loop:ALn,
JTAG_2/ir_loop:CLK,624
JTAG_2/ir_loop:D,1735
JTAG_2/ir_loop:EN,455
JTAG_2/ir_loop:LAT,
JTAG_2/ir_loop:Q,624
JTAG_2/ir_loop:SD,
JTAG_2/ir_loop:SLn,
ccu25_data_2_obuft[0]/U0/U_IOOUTFF:A,
ccu25_data_2_obuft[0]/U0/U_IOOUTFF:Y,
JTAG_1/loop_counterc_1:A,680
JTAG_1/loop_counterc_1:B,-483
JTAG_1/loop_counterc_1:C,-601
JTAG_1/loop_counterc_1:D,-2184
JTAG_1/loop_counterc_1:Y,-2184
ccu25_data_1_obuft[3]/U0/U_IOPAD:D,
ccu25_data_1_obuft[3]/U0/U_IOPAD:E,
ccu25_data_1_obuft[3]/U0/U_IOPAD:PAD,
pbpd_obuft[4]/U0/U_IOOUTFF:A,
pbpd_obuft[4]/U0/U_IOOUTFF:Y,
pbpd_obuft[0]/U0/U_IOOUTFF:A,
pbpd_obuft[0]/U0/U_IOOUTFF:Y,
JTAG_1/un14_a2[2]:A,672
JTAG_1/un14_a2[2]:B,-513
JTAG_1/un14_a2[2]:C,585
JTAG_1/un14_a2[2]:Y,-513
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:DEVRST_N,
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:FF_TO_START,
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:POWER_ON_RESET_N,
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:TCK,
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:TDI,
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:TMS,
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:TRSTB,
Core_sb_0/SYSRESET_POR/INST_SYSRESET_FF_IP:UTDO,
BiasController_0/sclock_counter_cry[17]:A,
BiasController_0/sclock_counter_cry[17]:B,478
BiasController_0/sclock_counter_cry[17]:C,
BiasController_0/sclock_counter_cry[17]:CC,-526
BiasController_0/sclock_counter_cry[17]:D,
BiasController_0/sclock_counter_cry[17]:P,
BiasController_0/sclock_counter_cry[17]:S,-526
